0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65,8450,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,5,19,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,196,4,3,0,0,1,0,0,0,1,4,3,0,0,6,706,1,0,150,856,0,1,0,0,0,0,856,1,0,5,1,1,0,0,856,854,0,1710,1,0,2,1,3,1,4,8,1,0,0,0,0,0,1,0,0,2003,0,1,0,2,548,3,3,1,0,0,0,61,0,0,0,0,0,0,0,0,0,2,2008,1,0,0,1,0,0,0,0,208500
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,80,9600,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,8,46,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,1,0,0,0,0,1,4,3,1,3,5,978,1,0,284,1262,0,1,0,0,0,0,1262,1,0,5,1,1,0,0,1262,0,0,1262,0,1,2,0,3,1,3,6,1,0,0,0,1,3,1,0,0,1976,0,1,0,2,460,3,3,1,0,0,298,0,0,0,0,0,0,0,0,0,0,5,2007,1,0,0,1,0,0,0,0,181500
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,68,11250,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,5,21,1,20,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,162,4,3,0,0,1,0,0,0,1,4,3,1,1,6,486,1,0,434,920,0,1,0,0,0,0,920,1,0,5,1,1,0,0,920,866,0,1786,1,0,2,1,3,1,4,6,1,0,0,0,1,3,1,0,0,2001,0,1,0,2,608,3,3,1,0,0,0,42,0,0,0,0,0,0,0,0,0,9,2008,1,0,0,1,0,0,0,0,223500
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60,9550,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,5,107,1,52,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,3,1,0,0,0,0,0,1,3,4,0,0,5,216,1,0,540,756,0,1,0,0,0,0,756,1,0,4,1,1,0,0,961,756,0,1717,1,0,1,0,3,1,4,7,1,0,0,0,1,4,0,0,1,1998,0,0,1,3,642,3,3,1,0,0,0,35,272,0,0,0,0,0,0,0,0,2,2006,1,0,0,0,1,0,0,0,140000
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84,14260,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,5,22,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,350,4,3,0,0,1,0,0,0,1,4,3,1,2,6,655,1,0,490,1145,0,1,0,0,0,0,1145,1,0,5,1,1,0,0,1145,1053,0,2198,1,0,2,1,4,1,4,9,1,0,0,0,1,3,1,0,0,2000,0,1,0,3,836,3,3,1,0,0,192,84,0,0,0,0,0,0,0,0,0,12,2008,1,0,0,1,0,0,0,0,250000
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85,14115,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,5,29,1,27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,1,1,4,3,0,0,6,732,1,0,64,796,0,1,0,0,0,0,796,1,0,5,1,1,0,0,796,566,0,1362,1,0,1,1,1,1,3,5,1,0,0,0,0,0,1,0,0,1993,0,0,1,2,480,3,3,1,0,0,40,30,0,320,0,0,0,1,0,1,700,10,2009,1,0,0,1,0,0,0,0,143000
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75,10084,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,5,18,1,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,186,4,3,0,0,1,0,0,0,1,5,3,1,2,6,1369,1,0,317,1686,0,1,0,0,0,0,1686,1,0,5,1,1,0,0,1694,0,0,1694,1,0,2,0,3,1,4,7,1,0,0,0,1,4,1,0,0,2004,0,1,0,2,636,3,3,1,0,0,255,57,0,0,0,0,0,0,0,0,0,8,2007,1,0,0,1,0,0,0,0,307000
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10382,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,6,49,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,240,3,3,0,1,0,0,0,0,1,4,3,1,1,5,859,4,32,216,1107,0,1,0,0,0,0,1107,1,0,5,1,1,0,0,1107,983,0,2090,1,0,2,1,3,1,3,7,1,0,0,0,2,3,1,0,0,1973,0,1,0,2,484,3,3,1,0,0,235,204,228,0,0,0,0,0,0,1,350,11,2009,1,0,0,1,0,0,0,0,200000
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,6120,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,5,91,1,72,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,1,0,0,0,0,0,1,3,3,0,0,1,0,0,0,952,952,0,1,0,0,0,0,952,1,0,4,1,0,0,1,1022,752,0,1774,0,0,2,0,2,2,3,8,0,1,0,0,2,3,0,0,1,1931,0,0,1,2,468,2,3,1,0,0,90,0,205,0,0,0,0,0,0,0,0,4,2008,1,0,0,0,1,0,0,0,129900
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,50,7420,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,6,83,1,72,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,1,0,0,0,0,0,1,3,3,0,0,6,851,1,0,140,991,0,1,0,0,0,0,991,1,0,5,1,1,0,0,1077,0,0,1077,1,0,1,0,2,2,3,5,1,0,0,0,2,3,1,0,0,1939,0,1,0,1,205,4,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,2008,1,0,0,1,0,0,0,0,118000
